asset_id,current_asset_name,proposed_asset_name,asset_name_resolution_status,asset_name_action,is_fund_or_vehicle_fallback_asset,direct_fund_asset_candidates,same_fund_underlying_candidates,fund_asset_field_candidates,project_name_candidates,alias_name_candidates,direct_fund_asset_details_json,linked_fund_ids,linked_project_ids,linked_fund_count,linked_project_count,drawer_behavior_hint
ast_0bed91ccb4ec,부실채권을 기초자산으로 하는 SPC의 사채,부실채권을 기초자산으로 하는 SPC의 사채,current_asset_name_ok,keep,false,부실채권을 기초자산으로 하는 SPC의 사채,아이에이와이디유동화전문 유한회사 | 아이에이제십삼차유동화전문 유한회사 | 아이에이제십사차유동화전문 유한회사 | 주식회사 아이에이에이치에프합정 | 부실채권을 기초자산으로 하는 SPC의 사채,아이에이제십삼차유동화전문 유한회사 | 아이에이제십사차유동화전문 유한회사 | 주식회사 아이에이에이치에프합정 | 아이에이와이디유동화전문 유한회사 | 부실채권을 기초자산으로 하는 SPC의 사채,"IAYD | IA13차 유동화 | NPL 3호 | IA 14차 유동화 | IAHF 합정 | 부실채권을 기초자산으로 하는 SPC의 사채 | 아이에이제십삼차유동화전문 유한회사, 아이에이제십사차유동화전문 유한회사, 주식회사 아이에이에이치에프합정, 아이에이와이디유동화전문 유한회사, 부실채권을 기초자산으로 하는 SPC의 사채","부실채권을 기초자산으로 하는 SPC의 사채 | NPL 3호 / IA13차 유동화 / IA 14차 유동화 / IAHF 합정 / IAYD | 아이에이제십삼차유동화전문 유한회사, 아이에이제십사차유동화전문 유한회사, 주식회사 아이에이에이치에프합정, 아이에이와이디유동화전문 유한회사, 부실채권을 기초자산으로 하는 SPC의 사채","[{""name"":""부실채권을 기초자산으로 하는 SPC의 사채"",""address"":"""",""type"":""""},{""name"":""부실채권을 기초자산으로 하는 SPC의 사채"",""address"":"""",""type"":""""}]",112318 | 112412 | 112602 | 112603,112318 | 112412 | 112602 | 112603 | project_notion_3258ced4-3c47-8147-9434-e49976f6eaf9 | project_notion_3258ced4-3c47-815c-8dbc-d5b32ed54523 | project_notion_3258ced4-3c47-8178-917e-c3f68c562c3e | project_notion_3258ced4-3c47-81dc-a737-f2cb3c4b352c | project_notion_3258ced4-3c47-81e0-8163-fd56ff4c5225 | project_notion_3268ced4-3c47-8131-be56-ec0ac40f45c8 | project_notion_3268ced4-3c47-8186-9bf6-f3c210b23ec1 | project_notion_3268ced4-3c47-81b2-9dab-cca1334c19df | project_notion_3268ced4-3c47-81d3-bfd5-e2d66940bddd | project_notion_3268ced4-3c47-81e8-95b9-d275ca255ff5,4,14,entity_click_opens_asset_fund_project_picker
ast_0c50fdc60ef8,이지스333호(홍대 코리빙 복합시설),이지스333호(홍대 코리빙 복합시설),current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_0c68bbfd7099,제주 연동 오피스텔,제주 연동 오피스텔,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_0d034e04e91f,홈플러스 대전문화점 (투자),홈플러스 대전문화점 (투자),current_asset_name_ok,keep,false,홈플러스 대전문화점,홈플러스 대전문화점 | 홈플러스 인천인하점 | 홈플러스 전주완산점,홈플러스 인천인하점 | 홈플러스 대전문화점 | 홈플러스 전주완산점,,"홈플러스 대전문화점 | 홈플러스 인천인하점, 홈플러스 대전문화점, 홈플러스 전주완산점","[{""name"":""홈플러스 대전문화점"",""address"":""대전광역시 중구 문화동 1-17"",""type"":""""}]",112344,,1,0,entity_click_opens_detail
ast_0d20df513bd5,분당야탑물류센터,분당야탑물류센터,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_0d67a2c2d304,아이에이제십사차유동화전문 유한회사,아이에이제십사차유동화전문 유한회사,current_asset_name_ok,keep,false,아이에이제십사차유동화전문 유한회사,아이에이와이디유동화전문 유한회사 | 아이에이제십삼차유동화전문 유한회사 | 아이에이제십사차유동화전문 유한회사 | 주식회사 아이에이에이치에프합정 | 부실채권을 기초자산으로 하는 SPC의 사채,아이에이제십삼차유동화전문 유한회사 | 아이에이제십사차유동화전문 유한회사 | 주식회사 아이에이에이치에프합정 | 아이에이와이디유동화전문 유한회사 | 부실채권을 기초자산으로 하는 SPC의 사채,,"아이에이제십사차유동화전문 유한회사 | NPL 3호 / IA13차 유동화 / IA 14차 유동화 / IAHF 합정 / IAYD | 아이에이제십삼차유동화전문 유한회사, 아이에이제십사차유동화전문 유한회사, 주식회사 아이에이에이치에프합정, 아이에이와이디유동화전문 유한회사, 부실채권을 기초자산으로 하는 SPC의 사채","[{""name"":""아이에이제십사차유동화전문 유한회사"",""address"":"""",""type"":""""}]",112602,,1,0,entity_click_opens_detail
ast_0d7b28ca87e1,성수동 오피스 개발사업 선순위 브릿지론,성수동 오피스 개발사업 선순위 브릿지론,current_asset_name_ok,keep,false,성수동 오피스 개발사업 선순위 브릿지론,성수동 오피스 개발사업 선순위 브릿지론 | 여의도 유수홀딩스부지 오피스텔 개발사업 PF대출 | 웨스트게이트타워 선순위 담보대출 | 당산 지식산업센터 개발사업 PF대출 | 카이트타워 선순위 담보대출,웨스트게이트타워 선순위 담보대출 | 당산 지식산업센터 개발사업 PF대출 | 여의도 유수홀딩스부지 오피스텔 개발사업 PF대출 | 카이트타워 선순위 담보대출 | 성수동 오피스 개발사업 선순위 브릿지론,,"성수동 오피스 개발사업 선순위 브릿지론 | 부동산론 1호 | 웨스트게이트타워 선순위 담보대출, 당산 지식산업센터 개발사업 PF대출, 여의도 유수홀딩스부지 오피스텔 개발사업 PF대출, 카이트타워 선순위 담보대출, 성수동 오피스 개발사업 선순위 브릿지론","[{""name"":""성수동 오피스 개발사업 선순위 브릿지론"",""address"":""서울특별시 성동구 성수동2가 279"",""type"":""""}]",112666,,1,0,entity_click_opens_detail
ast_0d9b6bc27220,Balbec InSolve Global Credit Fund III,Balbec InSolve Global Credit Fund III,current_asset_name_ok,keep,false,Balbec InSolve Global Credit Fund III,Balbec InSolve Global Credit Fund III,Balbec InSolve Global Credit Fund III,Balbec InSolve Global Credit Fund III,Balbec InSolve Global Credit Fund III,"[{""name"":""Balbec InSolve Global Credit Fund III"",""address"":"""",""type"":""오피스복합""},{""name"":""Balbec InSolve Global Credit Fund III"",""address"":"""",""type"":""""}]",112174 | 112201,112174 | 112201 | project_notion_3258ced4-3c47-8146-acbe-e1a0f3f406a8 | project_notion_3268ced4-3c47-8111-8dd1-f999489f77a3,2,4,entity_click_opens_asset_fund_project_picker
ast_0db517682813,외삼2호,외삼2호,current_asset_name_ok,keep,false,외삼2호,진이엔지 | 현대산업쏠라5호 | 리에너지 | 지우태양광 | 케이앤스틸테크놀로지 | 동서발전 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 외삼1호 | 솔라트리1호 | 지티씨솔라13호 | 강구16호 | 어량리 | 솔라팩토리10호 | 알이엔네트웍스 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 알이씨에너지 | 솔라팩토리22호 | 솔라시너지햇빛1호 | 이인메가태양광 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 외삼2호 | 비케이솔라 | 윈즈에너지 | 적화솔라 | 에이치엠솔라1 | 이에스에이치12 | 다산1 | 에스지 | 김송하 | 와이알에너지 | 씨에스에너텍 | 솔빛에너지 | 에스와이솔라 | 솔라팩토리19호,다산1 | 동서발전 | 진이엔지 | 현대산업쏠라5호 | 케이앤스틸테크놀로지 | 리에너지 | 지우태양광 | 에스지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 윈즈에너지 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 솔빛에너지 | 에스와이솔라 | 에이치엠솔라1 | 이에스에이치12 | 지티씨솔라13호 | 강구16호 | 외삼1호 | 외삼2호 | 솔라트리1호 | 김송하 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 솔라팩토리10호 | 씨에스에너텍 | 알이씨에너지 | 알이엔네트웍스 | 어량리 | 비케이솔라 | 와이알에너지 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 적화솔라 | 솔라시너지햇빛1호 | 이인메가태양광 | 솔라팩토리22호 | 솔라팩토리19호,,"외삼2호 | 다산1, 동서발전, 진이엔지, 현대산업쏠라5호, 케이앤스틸테크놀로지, 리에너지, 지우태양광, 에스지, 케이앤씨벨에포크, 케이에이치테크단북1호, 미션, 윈즈에너지, 이큐에너지, 소망, 청수, 봉산햇빛, 행암에너지일호, 도원에너지, 솔빛에너지, 에스와이솔라, 에이치엠솔라1, 이에스에이치12, 지티씨솔라13호, 강구16호, 외삼1호, 외삼2호, 솔라트리1호, 김송하, 에스이피브, 케이앤씨헤르메스, 모두에너지, 솔라팩토리10호, 씨에스에너텍, 알이씨에너지, 알이엔네트웍스, 어량리, 비케이솔라, 와이알에너지, 유현그린, 케이앤씨그린북, 디앤피상주, 적화솔라, 솔라시너지햇빛1호, 이인메가태양광, 솔라팩토리22호, 솔라팩토리19호","[{""name"":""외삼2호"",""address"":""경상북도 봉화군 봉성면 외삼리 792"",""type"":""""}]",112584,,1,0,entity_click_opens_detail
ast_0dba05706295,판교아이스퀘어E동,판교아이스퀘어E동,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_0dc44d526fb4,종로타워,종로타워,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_0e748b87e46f,반포이수화학본사사옥,반포이수화학본사사옥,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_0e81972e2bec,판교아이스퀘어D동,판교아이스퀘어D동,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_0e8530670140,괌 웨스틴 호텔,괌 웨스틴 호텔,current_asset_name_ok,keep,false,괌 웨스틴 호텔,괌 웨스틴 호텔,괌 웨스틴 호텔,괌웨스틴호텔,괌 웨스틴 호텔,"[{""name"":""괌 웨스틴 호텔"",""address"":""105 Gun Beach Road, Tumon, Guam 96913 U.S.A"",""type"":""호텔""}]",112067,112067 | project_notion_3258ced4-3c47-81ef-83e7-e2f1a916caa3 | project_notion_3268ced4-3c47-81f2-9ff9-c1b64060d048,1,3,asset_click_opens_project_list
ast_0eb50d2cf958,"이지스411호(200호 재간접, 디어스 판교)","이지스411호(200호 재간접, 디어스 판교)",current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_0eebe3722ecd,동일타워 (투자),동일타워 (투자),current_asset_name_ok,keep,false,동일타워,동일타워,동일타워,동일타워,동일타워,"[{""name"":""동일타워"",""address"":""서울특별시 강남구 대치동 1004"",""type"":""오피스""}]",112012,112012 | project_notion_3258ced4-3c47-8131-9a62-c15e42f4c623 | project_notion_3268ced4-3c47-8187-a4aa-cd3b979ff0a1,1,3,asset_click_opens_project_list
ast_0f622a720449,"Partners Group Tactical Real Estate Fund, L.P.","Partners Group Tactical Real Estate Fund, L.P.",current_asset_name_ok,keep,false,"Partners Group Tactical Real Estate Fund, L.P.","Partners Group Tactical Real Estate Fund, L.P.",Partners Group Tactical Real Estate Fund,"Partners Group Tactical Real Estate Fund, L.P.","Partners Group Tactical Real Estate Fund, L.P.","[{""name"":""Partners Group Tactical Real Estate Fund, L.P."",""address"":"""",""type"":""""}]",112790,112790 | project_notion_3258ced4-3c47-81d6-9ad5-c8b268f68ae3,1,2,asset_click_opens_project_list
ast_0fa1343c8192,Courtyard Detroit Warren,Courtyard Detroit Warren,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_10445d29926b,PASEO 사사즈카,PASEO 사사즈카,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_1063cfdde684,후너스빌딩 (투자),후너스빌딩 (투자),current_asset_name_ok,keep,false,후너스빌딩,후너스빌딩,후너스빌딩,후너스빌딩,후너스빌딩,"[{""name"":""후너스빌딩"",""address"":""경기도 성남시 분당구 수내동 22-2"",""type"":""오피스""}]",112586,112586 | project_notion_3258ced4-3c47-818b-998b-db152c8abc76 | project_notion_3268ced4-3c47-8159-b4ed-fa4f99b0e39d,1,3,asset_click_opens_project_list
ast_10667fe678d4,이지스제572호부동산일반사모투자회사(1종),이지스제572호부동산일반사모투자회사(1종),current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_109318d66df6,이지스일반사모부동산투자신탁제451호(운용),화성 석포리 물류센터,auto_single_underlying_candidate,update_asset_name,true,화성 석포리 물류센터,화성 석포리 물류센터,화성 석포리 물류센터,화성 석포리 물류 | 화성 석포리 물류센터,화성 석포리 물류센터,"[{""name"":""화성 석포리 물류센터"",""address"":""경기도 화성시 만세구 장안면 석포리 147-12"",""type"":""물류센터""}]",112642 | 112643 | 112644 | 120027 | 120118,112642 | 112643 | 112644 | 120027 | project_notion_3258ced4-3c47-816e-a0cf-fe088bbc0c2e | project_notion_3268ced4-3c47-81ed-88ed-e064f8fbf28f,5,6,entity_click_opens_asset_fund_project_picker
ast_10ad74d3885c,용답동 청년주택 개발사업,용답동 청년주택 개발사업,current_asset_name_ok,keep,false,용답동 청년주택 개발사업,용답동 청년주택 개발사업,용답동 청년주택 개발사업,용답동 청년주택 개발사업,용답동 청년주택 개발사업,"[{""name"":""용답동 청년주택 개발사업"",""address"":""서울특별시 성동구 용답동 231"",""type"":""""}]",R00001,R00001,1,1,entity_click_opens_detail
ast_112711a59b76,코어그린에너지 주식 및 대여금,코어그린에너지 주식 및 대여금,current_asset_name_ok,keep,false,코어그린에너지 주식 및 대여금,한림그린에너지 주식 및 대여금 | 코어그린에너지 주식 및 대여금 | 이지스유에이치 주식 및 대여금 | 유에이치파워 대여금 | 와이에이치파워3 주식 | 와이에이치파워4 주식 | 와이에이치파워1 주식 | 와이에이치파워2 주식,한림그린에너지 주식 및 대여금 | 코어그린에너지 주식 및 대여금 | 이지스유에이치 주식 및 대여금 | 유에이치파워 대여금 | 와이에이치파워1 주식 | 와이에이치파워2 주식 | 와이에이치파워3 주식 | 와이에이치파워4 주식,,"코어그린에너지 주식 및 대여금 | 한림그린에너지 주식 및 대여금, 코어그린에너지 주식 및 대여금, 이지스유에이치 주식 및 대여금, 유에이치파워 대여금, 와이에이치파워1 주식, 와이에이치파워2 주식, 와이에이치파워3 주식, 와이에이치파워4 주식","[{""name"":""코어그린에너지 주식 및 대여금"",""address"":"""",""type"":""""}]",120045,,1,0,entity_click_opens_detail
ast_1139d23fa5d7,"Pantheon Viking Co-Invest LP, NMP V","Pantheon Viking Co-Invest LP, NMP V",current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_115f3c3277d4,서영빌딩,서영빌딩,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_11888bd81598,신도림핀포인트,신도림핀포인트,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_11919c561605,덕평CJ물류센터,덕평CJ물류센터,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_119638464007,진이엔지,진이엔지,current_asset_name_ok,keep,false,진이엔지,진이엔지 | 현대산업쏠라5호 | 리에너지 | 지우태양광 | 케이앤스틸테크놀로지 | 동서발전 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 외삼1호 | 솔라트리1호 | 지티씨솔라13호 | 강구16호 | 어량리 | 솔라팩토리10호 | 알이엔네트웍스 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 알이씨에너지 | 솔라팩토리22호 | 솔라시너지햇빛1호 | 이인메가태양광 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 외삼2호 | 비케이솔라 | 윈즈에너지 | 적화솔라 | 에이치엠솔라1 | 이에스에이치12 | 다산1 | 에스지 | 김송하 | 와이알에너지 | 씨에스에너텍 | 솔빛에너지 | 에스와이솔라 | 솔라팩토리19호,다산1 | 동서발전 | 진이엔지 | 현대산업쏠라5호 | 케이앤스틸테크놀로지 | 리에너지 | 지우태양광 | 에스지 | 케이앤씨벨에포크 | 케이에이치테크단북1호 | 윈즈에너지 | 이큐에너지 | 봉산햇빛 | 행암에너지일호 | 도원에너지 | 솔빛에너지 | 에스와이솔라 | 에이치엠솔라1 | 이에스에이치12 | 지티씨솔라13호 | 강구16호 | 외삼1호 | 외삼2호 | 솔라트리1호 | 김송하 | 에스이피브 | 케이앤씨헤르메스 | 모두에너지 | 솔라팩토리10호 | 씨에스에너텍 | 알이씨에너지 | 알이엔네트웍스 | 어량리 | 비케이솔라 | 와이알에너지 | 유현그린 | 케이앤씨그린북 | 디앤피상주 | 적화솔라 | 솔라시너지햇빛1호 | 이인메가태양광 | 솔라팩토리22호 | 솔라팩토리19호,,"진이엔지 | 다산1, 동서발전, 진이엔지, 현대산업쏠라5호, 케이앤스틸테크놀로지, 리에너지, 지우태양광, 에스지, 케이앤씨벨에포크, 케이에이치테크단북1호, 미션, 윈즈에너지, 이큐에너지, 소망, 청수, 봉산햇빛, 행암에너지일호, 도원에너지, 솔빛에너지, 에스와이솔라, 에이치엠솔라1, 이에스에이치12, 지티씨솔라13호, 강구16호, 외삼1호, 외삼2호, 솔라트리1호, 김송하, 에스이피브, 케이앤씨헤르메스, 모두에너지, 솔라팩토리10호, 씨에스에너텍, 알이씨에너지, 알이엔네트웍스, 어량리, 비케이솔라, 와이알에너지, 유현그린, 케이앤씨그린북, 디앤피상주, 적화솔라, 솔라시너지햇빛1호, 이인메가태양광, 솔라팩토리22호, 솔라팩토리19호","[{""name"":""진이엔지"",""address"":""충청북도 진천군 문백면 평산리 산 54"",""type"":""""}]",112584,,1,0,entity_click_opens_detail
